Trial,MSE,C,Epsilon
0,0.03197773663970683,0.060876168177684306,0.07613017542778379
1,0.015410743219474244,0.015382059536527678,0.012182916773580174
2,0.028540157273693335,0.09589446770446274,0.0682267164778886
3,0.011874433831336302,0.07754501168843705,0.015489753231633619
4,0.024513710157248722,0.08619374019003943,0.04838633569311227
5,0.03343576116302129,0.0045424912802391835,0.03681873980042312
6,0.027272777059126906,0.012152813134103926,0.036262721263874025
7,0.037550847194727045,0.05926906337638738,0.08509933472732471
8,0.00799663620666656,0.0709274466573232,0.005153186648793016
9,0.033123621057581945,0.05599220165299819,0.0682999662322474
10,0.008706724879143916,0.03650049747777323,0.00014581731866626473
11,0.008863018249572346,0.03426840014124502,0.002404152467911104
12,0.01708972449285462,0.037523286064756724,0.02252044722568867
13,0.009106642156476814,0.037656487844389436,0.00070545528119183
14,0.015084652009704956,0.07102085708495101,0.02087670605010576
15,0.01953518911766827,0.02850389080692717,0.03293437159233342
16,0.02634195233208654,0.04820230027085706,0.054692393126947854
17,0.008916120525583542,0.07434805885991257,0.007512167533798762
18,0.03898558882708664,0.04733368916011253,0.09844412945035072
19,0.019072911308713785,0.024278480028434912,0.026664646029731863
20,0.026850928127628654,0.0957889265187178,0.05144247215505561
21,0.008477370464273161,0.037237165535037586,0.0004423805892878603
22,0.010576812641360935,0.04758790985926395,0.01111651884869959
23,0.0075542255239628535,0.0670527329451928,0.00044711776816762827
24,0.012259523382266239,0.0689801311745985,0.018178497208989362
25,0.008177985596093286,0.0638685024013838,0.007538350824765903
26,0.016198005110897713,0.08405141159119832,0.028126312649149023
27,0.010155910519115347,0.06313749467848362,0.009125290244706125
28,0.008570262233534322,0.08243501168229588,0.007842435090195356
29,0.021237033042558143,0.06496225305923384,0.042271340801181584
30,0.011812141173683989,0.05450977657641222,0.016294365021488375
31,0.007542798346952231,0.06658527043903745,0.003083458385074994
32,0.008526469581887648,0.0771574943643285,0.00702193437049209
33,0.013249559482645912,0.06699907543261917,0.013721344883512248
34,0.014469915218596445,0.08960786372186516,0.024248988778653256
35,0.009163576843343112,0.05910089959830062,0.005332820866274517
36,0.011246230929293763,0.07208175132096638,0.013431410481579725
37,0.012830476486749433,0.05260502527586428,0.018922780122064456
38,0.03156511988554122,0.07920432992453089,0.05948831717312561
39,0.017980018553209732,0.09086644209196748,0.03084844081890768
40,0.023906105432607343,0.060601569815090406,0.04152149642803229
41,0.008145079865525883,0.06622490214485663,0.0007156397958908425
42,0.00967614221625097,0.06631735683184786,0.010735972537751229
43,0.007687863798997476,0.07540708307938404,0.004344349439297147
44,0.0073622552584966285,0.07494839664581367,0.0036551580091105903
45,0.012068476429993126,0.07598047243552605,0.01455239237399034
46,0.008570445803641002,0.07921702363800792,0.004953152939541382
47,0.007971757805276316,0.09891862325108089,0.0042548236066930105
48,0.00833998239042318,0.09645370850859478,0.0038704754804718532
49,0.013965437213430075,0.08911738773788527,0.022488258144274707
50,0.03263100776898365,0.0998530545511405,0.08585012011887247
51,0.008705203992296675,0.07184253783238372,0.003764897442514725
52,0.01054957341755036,0.042271290318397735,0.011026050232292587
53,0.007806719270187656,0.08275190131715954,0.003599560846036417
54,0.012249940484480394,0.08586502999492086,0.0163614855096109
55,0.007098176068966677,0.0822162000854818,0.0004965996129210489
56,0.00763903268099338,0.08215772686375558,0.0010189268087337036
57,0.04129686655974116,0.0006590125881933903,0.0003148131322312023
58,0.010250095476249648,0.0806510844438728,0.010188553698017263
59,0.012261683038586444,0.07457287811290805,0.019623377877262146
60,0.03132892567570621,0.0703487338567163,0.0695511214107846
61,0.007990637393193108,0.09319052103787151,0.00018761895591114198
62,0.008619695390904134,0.08583645397387364,0.006604009340748581
63,0.008727524597338684,0.08330163911405425,0.0033233098882548707
64,0.01047407742227634,0.07375412921875626,0.00878929702679995
65,0.011977245741831361,0.08096789031618318,0.012392300558732158
66,0.007982068780895784,0.07652315571646243,0.003260765519741443
67,0.00912816535798019,0.08821885612456808,0.0072395363538247885
68,0.012598609221705406,0.09322874454011659,0.01697176257218838
69,0.010586120428493676,0.06875299456832794,0.012678488390312518
70,0.008004835005241436,0.05790208847513073,0.002858567304267503
71,0.008010360407514404,0.09949477223125193,0.005617317487289742
72,0.00826439025996562,0.08287350252975031,0.00813290860862676
73,0.00819379053762592,0.07894220832376134,0.0030629423048876246
74,0.01056957639923035,0.06305025077707148,0.009974126145881316
75,0.007202931196586318,0.08700098816571056,0.00036338119271221394
76,0.007370510801272856,0.08562570310157247,0.000590496991647082
77,0.011322763660561331,0.015973980894302027,0.0005936363426622326
78,0.009686651650315887,0.0879600325703471,0.006785191074478123
79,0.012966643507485245,0.09228981018941843,0.013718461579338582
80,0.007786629955629128,0.07400204227117699,0.0016617013349407655
81,0.007254977889002625,0.07311557320655,0.0012036552778540881
82,0.0086533639506345,0.06888766120786725,0.005882527722243682
83,0.009550937365214698,0.07766636415252313,0.00902021577311031
84,0.007656349258550217,0.0864201219200542,0.005432814858115198
85,0.008008363878082703,0.08551473513001681,0.00038862985969022773
86,0.009160913490325823,0.0799806392769863,0.006046321286774262
87,0.010413179218336725,0.08728452642001834,0.010829434358752998
88,0.007335704417049263,0.08447294829980437,0.0021139513571187627
89,0.007965425853550414,0.07209448361793243,0.002286792208179075
90,0.039330260923417175,0.08393154543732166,0.09517413641104333
91,0.006854519178498671,0.0910064193664395,0.0001581134217355228
92,0.007639019456759298,0.09531361949016506,0.0019172755762019364
93,0.008986124758371914,0.09101575951945143,0.002514405632099922
94,0.008015728614131815,0.09414664231525562,0.00010320487445213841
95,0.009499664507190874,0.0963119377536622,0.008075165873793515
96,0.008213419674406803,0.09012764376992627,0.004904035080094942
97,0.010715808846583883,0.09409216447241964,0.014908724154016346
98,0.026307798288242784,0.09669900409862955,0.05746862659298553
99,0.007504728411262489,0.07739097419817953,0.002445003461368616
